Ticket ID,Device,Reported Issue,Event feed / Comments / Conclusions,Completed works
IT-14334,Epson L3250,"Stopped working, turns on, doesn't print","Notes: 🔍 Result of diagnostics and performed work: The printer is ready for delivery ✅ During diagnostics, it was determined that the hardware part of the device is working properly, and the reason for the lack of printing was clogging of the print head / ink supply nozzles. 🧰 Performed work: 🧼 Flushing the print head 🖨️ Control print test after maintenance ❗ No parts were replaced After flushing: ✔️ ink supply restored ✔️ printing works correctly ✔️ no errors 🧪 Technical explanation: In Epson L3250 series models, this problem most often occurs due to: drying of ink in the nozzles irregular use of the printer long downtime After professional head flushing, printing was fully restored. 📄 Conclusion: ✔️ Printing restored ✔️ Parts were not replaced ✔️ The printer is ready for further use Conclusion: 🔍 Result of diagnostics and performed work: The printer is ready for delivery ✅ During diagnostics, it was established that the hardware part of the device is working properly, and the reason for the lack of printing was clogging of the print head / ink supply nozzles. 🧰 Performed work: 🧼 Print head flushing 🖨️ Control print test after maintenance ❗ Parts were not replaced After flushing: ✔️ ink supply restored ✔️ printing works correctly ✔️ no errors 🧪 Technical explanation: In Epson L3250 series models, this problem most often occurs due to: drying of ink in the nozzles irregular use of the printer long downtime After professional head flushing, printing is fully restored. 📄 Conclusion: ✔️ Printing restored ✔️ Parts were not replaced ✔️ The printer is ready for further use",Diagnostics of a device malfunction during warranty repair
IT-14308,Google Pixel 7,Display replacement,,Replacing the display (module) of a smartphone/tablet/navigator
IT-14309,Apple A1932,"It heats up, makes noise after preventive maintenance at another service, the screen may go out during a meeting, diagnose, the battery was changed 2 years ago, check the charging connector",,"Cleaning, preventive maintenance of the cooling system, replacement of phase transition thermocouples (factory) (lev VII)"
IT-14296,Hp 15s-eq1012ua,"Cleaning, thermal paste",,"Cleaning, prevention of cooling system, replacement of thermoelements (lev V)"
IT-14294,Asus FX505DV-AL110T,"Phase, thermal pads",,"Cleaning, prevention of the cooling system, replacement of phase transition thermoelements (factory) (lev VII), Restoration of heat transfer between memory chips / VRM and radiator using thermal pads FCR-AS / Kafuter / FEHONDA and others"
IT-14306,Kindle Paperwhite 2,Connector replacement,,"Replacement of connectors (power, audio, USB) of a phone, tablet"
IT-14345,Lenovo ThinkPad X1 Carbon,flooding,,"Cleaning, preventive maintenance of the cooling system, replacement of phase transition thermocouples (factory) (lev VII), Restoration of the touchpad and other laptop cursor control devices"
IT-14290,HP ENVY x360 13-ar0005ur,"The battery is swollen, the housing is detached, the working one",,"Cleaning, prevention of cooling system, replacement of thermoelements (lev V)"
IT-14295,Dell P56F,"Cleaning, thermal paste",,"Cleaning, prevention of cooling system, replacement of thermoelements (lev V)"
IT-14292,MSI MS-14D3,Windows reference,,Windows and software recovery + comprehensive ON-LINE maintenance (3 months)
IT-14333,Apple A1932,Battery replacement,,Battery replacement with complete disassembly of the device
IT-14285,Epson L3251,Does not print,,
IT-14293,Lenovo Ideapad gaming 3 15ACH6,"Phase, look at the thermal pads, diagnose the video card and processor (throttles)",,"Cleaning, preventive maintenance of the cooling system, replacement of phase transition thermocouples (factory) (lev VII)"
IT-14256,Lenovo Legion 5 Pro 16ARH7H,Phase,,"Cleaning, preventive maintenance of the cooling system, replacement of phase transition thermocouples (factory) (lev VII)"
IT-14258,Samsung Galaxy M23,Lack of bottom board - sound,,
IT-14278,Samsung Samsung SM-A245F/DSN,Drowned,,
IT-14277,Dell Vostro 3590,Keyboard replacement,,"Keyboard for DELL laptop (Inspiron: 7566, 7567) rus, black, without frame, Replacement of modular keyboard with complete disassembly of the device, Cleaning, prevention of the cooling system, replacement of thermoelements (lev IV)"
IT-14263,Awei Black,"It doesn't charge, the LED only lights up from USB but it doesn't charge.",,"Replacement of connectors (power, audio, USB) of a phone, tablet"
IT-14255,Acer ANV15-51,phase,,"Cleaning, preventive maintenance of the cooling system, replacement of phase transition thermocouples (factory) (lev VII)"
IT-14272,Hp 16-s0016ua,The screen keeps flashing (after replacing the battery and matrix),,
IT-14267,Xiaomi Poco X3,"Does not turn on, diagnose",,
IT-14252,Motorola XT2307-1,Replace display,,Replacing the display (module) of a smartphone/tablet/navigator
IT-14271,OnePlus CPH2409,firmware CPH2409 a13 global,,
IT-14241,Marshall Major 4,The left earbud is not working.,,headphone cable replacement
IT-14235,Acer A315-23,"Got wet, dried it myself, the master checked - it's dry inside. After getting wet, it doesn't turn on. With our charger - the LED lights up",,"Replacement of modular keyboard with complete disassembly of the device, cleaning, cooling system maintenance, replacement of thermoelements (lev IV)"
IT-14251,Asus FA506IU,"Cleaning, thermal paste",,"Cleaning, prevention of cooling system, replacement of thermoelements (lev IV)"
IT-14233,Acer AN515-54,Thermal paste,,"Cleaning, preventive maintenance of the cooling system, replacement of thermoelements (lev III)"
IT-14243,Hp ProBook 445 G8,Diagnose the keyboard (after playing),,"Replacement of modular keyboard with complete disassembly of the device, cleaning, cooling system maintenance, replacement of thermoelements (lev II)"
IT-14237,Asus FX516PC,CLEANING,,"Cleaning, prevention of the cooling system, replacement of thermoelements (lev IV), Restoration of heat transfer between memory chips / VRM and radiator using thermal pads FCR-AS / Kafuter / FEHONDA and others"
IT-14232,Asus TUF GAMING F15 FX516PC,Phase,,"Cleaning, prevention of the cooling system, replacement of phase transition thermoelements (factory) (lev VII), Restoration of heat transfer between memory chips / VRM and radiator using thermal pads FCR-AS / Kafuter / FEHONDA and others"
IT-14227,Hp 15-fd0188ua,Windows,,Windows and software recovery + comprehensive ON-LINE maintenance (3 months)
IT-14242,Asus Vivobook K513E,Check the matrix (match the thermal paste),,"Replacement of the matrix (display, screen) with complete disassembly of the device, cleaning, prevention of the cooling system, replacement of thermoelements (lev I)"
IT-14222,Asus X200CA,Office installation,,Microsoft Office activation
IT-14228,Hp 15-fd0188ua,Windows,,Windows and software recovery + comprehensive ON-LINE maintenance (3 months)
IT-14229,Hp 15-fd0188ua,Windows,,Windows and software recovery + comprehensive ON-LINE maintenance (3 months)
IT-14226,Hp 15-fd0188ua,Windows,,Windows and software recovery + comprehensive ON-LINE maintenance (3 months)
IT-14221,Asus Rog G713PU,"Thermal paste, look at liquid thermal pads, something crackles when turned on, does not install the latest Windows update (possibly TPM)",,"Cleaning, prevention of the cooling system, replacement of liquid metal and thermal interfaces (lev II)"
IT-14212,Asus FA506NF,"In the game when loading green stripes, maybe motherboard, video card, GPU chip, screen protector, test",,
IT-14209,Hp g6-2336sr,Thermal paste,,"Cleaning, prevention of cooling system, replacement of thermoelements (lev IV)"
IT-14213,Xiaomi Redmi Note 9 Pro,Volume buttons,,
IT-14206,Cooler Master Black,Restore Windows,,Windows/MacOS/Linux OS recovery and more.
IT-14203,TeamGroup L5 Lite,Clone,,
IT-14204,Asus M3500Q,"Problem with the right cooler (previously flew off the axis), agree on thermal paste, thermal pads (agree on the final price with the client before ordering)",,"Cleaning, preventive maintenance of the cooling system, replacement of phase transition thermocouples (factory) (lev VII)"
IT-14198,Black Black,Re-solder the part,,
IT-14200,Acer Aspire A515-45,The cooler does not start.,,"Delivery of the ZCH by Novaya Poshta at the courier company's rate, Installation, replacement of the cooling (radiator, cooler) of the device"
IT-14207,Asus UM3402Y,phase,,"Cleaning, preventive maintenance of the cooling system, replacement of phase transition thermocouples (factory) (lev VII)"
IT-14191,Asus zenbook 15,Matrix and housing,,"Replacement of the matrix (display, screen) with complete disassembly of the device, cleaning, prevention of the cooling system, replacement of thermocouples with phase transition (factory) (lev VII)"
IT-14187,Asus G634J,Liquid metal,"Conclusion: 🔍 Diagnostic result and work performed: During the initial inspection, it was found that after the previous intervention, the cooling system was significantly changed: the liquid metal was completely removed, the standard protection was removed, the liquid thermal pads were missing, and regular thermal paste was applied instead of the factory thermal interfaces. Because of this, the laptop worked with elevated temperatures and throttling. 🧰 Stage 1 of work (agreed with the client): At the first stage, it was decided not to use liquid metal immediately, since after the previous repair there was practically no protective barrier around the crystals, which created a high risk of liquid metal leakage and damage to the board. A replacement with a phase transition thermal interface was performed. After the work performed, the temperature improved only partially, but the high temperatures and throttling remained. 🧰 Stage 2 of work: A repeated, deeper preparation of the cooling system was performed: ✅ replacement with liquid metal ✅ preparation and grinding of the radiator surface ✅ restoration of correct thermal contact ✅ application of high-temperature silicone protection along the edge of the processor and video chip to minimize the risk of leakage After that, the temperature dropped significantly, but, unfortunately, throttling is still partially present. At the moment, this is the maximum possible work that can be performed under current conditions. ⚠️ Important technical conclusion: Unfortunately, it is currently impossible to accurately determine the condition of the BGA soldering and the CPU / GPU crystal itself. Due to prolonged preliminary overheating, there is a possibility that an internal crystal defect or degradation of BGA connections could have already formed, which could also be the cause of residual throttling. 💡 Possible stage 3 (after testing by the client): After a certain period of use, we recommend returning to the issue of ordering a complete factory kit of thermal interfaces specifically for this model. The materials that are currently available are not completely identical to the factory solution. We can request a factory kit, but there is no guarantee that the manufacturer will ship it separately. Estimated waiting time: 4–12 weeks. 💡 The laptop is given to the customer in working condition after the maximum possible cooling recovery at the moment. Please test it in real use and let us know about the behavior under load.","Restoration of heat transfer between memory chips / VRM and radiator using thermal pads FCR-AS / Kafuter / FEHONDA and others, Replacement / Repair of laptop cooling system, Cleaning, prevention of cooling system, replacement of liquid metal and thermal interfaces (lev III), Cleaning, prevention of cooling system, replacement of phase transition thermocouples (factory) (lev VII)"
